time;close;volume;A_context;energy;omega;fatigue;persistence;discharge;state
2026.06.11 16:39;4082.737;295;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:40;4083.516;190;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:41;4083.346;239;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:42;4083.893;244;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:43;4083.195;237;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:44;4082.106;293;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:45;4080.508;360;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:46;4082.359;238;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:47;4083.117;226;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:48;4082.939;192;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
