time;close;volume;A_context;energy;omega;fatigue;persistence;discharge;state
2026.06.11 17:55;63386.84;93;-0.104294;0.473950;0.059122;0.167394;0.000000;false;HOMEOSTASIS
2026.06.11 17:56;63346.04;129;-0.107029;0.473268;0.062023;0.174737;0.000000;false;HOMEOSTASIS
2026.06.11 17:57;63405.26;135;-0.107616;0.473122;0.064912;0.181989;0.000000;false;HOMEOSTASIS
2026.06.11 17:58;63459.37;142;-0.108521;0.472896;0.067788;0.189150;0.000000;false;HOMEOSTASIS
2026.06.11 17:59;63566.10;204;-0.110468;0.472411;0.070649;0.196215;0.000000;false;HOMEOSTASIS
2026.06.11 18:00;63588.61;176;-0.108593;0.472878;0.073500;0.203204;0.000000;false;HOMEOSTASIS
2026.06.11 18:01;63660.56;187;-0.109224;0.472721;0.076338;0.210107;0.000000;false;HOMEOSTASIS
2026.06.11 18:02;63539.45;247;-0.106956;0.473286;0.079165;0.216938;0.000000;false;HOMEOSTASIS
2026.06.11 18:03;63516.25;253;-0.106652;0.473362;0.081979;0.223688;0.000000;false;HOMEOSTASIS
2026.06.11 18:04;63441.33;176;-0.101840;0.474562;0.084786;0.230381;0.000000;false;HOMEOSTASIS
2026.06.11 18:05;63351.13;151;-0.062728;0.484323;0.087639;0.237187;0.000000;false;HOMEOSTASIS
2026.06.11 18:06;63337.52;156;-0.083926;0.479031;0.090444;0.243806;0.000000;false;HOMEOSTASIS
2026.06.11 18:07;63342.30;158;-0.068666;0.482840;0.093257;0.250422;0.000000;false;HOMEOSTASIS
2026.06.11 18:08;63291.81;149;-0.095012;0.476265;0.096014;0.256828;0.000000;false;HOMEOSTASIS
2026.06.11 18:09;63309.59;120;-0.106764;0.473334;0.098736;0.263099;0.000000;false;HOMEOSTASIS
2026.06.11 18:10;63292.67;93;-0.098034;0.475511;0.101455;0.269338;0.000000;false;HOMEOSTASIS
2026.06.11 18:11;63360.03;102;-0.097555;0.475631;0.104158;0.275504;0.000000;false;HOMEOSTASIS
2026.06.11 18:12;63380.48;159;-0.075741;0.481074;0.106877;0.281704;0.000000;false;HOMEOSTASIS
2026.06.11 18:13;63383.63;108;0.062238;0.515555;0.109794;0.288511;0.000000;false;HOMEOSTASIS
2026.06.11 18:14;63398.57;99;0.080854;0.520203;0.112891;0.295328;0.312122;false;HOMEOSTASIS
2026.06.11 18:15;63521.94;151;-0.106584;0.473379;0.115669;0.301138;0.301197;false;HOMEOSTASIS
2026.06.11 18:16;63519.95;169;-0.109203;0.472726;0.118414;0.306865;0.290655;false;HOMEOSTASIS
2026.06.11 18:17;63492.48;118;-0.098198;0.475470;0.121148;0.312578;0.280482;false;HOMEOSTASIS
2026.06.11 18:18;63441.51;103;-0.013912;0.496522;0.123985;0.318639;0.270666;false;HOMEOSTASIS
2026.06.11 18:19;63485.87;105;-0.098360;0.475430;0.126663;0.324209;0.261192;false;HOMEOSTASIS
2026.06.11 18:20;63473.15;88;-0.105907;0.473548;0.129302;0.329676;0.252051;false;HOMEOSTASIS
2026.06.11 18:21;63460.55;101;-0.112637;0.471871;0.131903;0.335044;0.243229;false;HOMEOSTASIS
2026.06.11 18:22;63356.19;328;-0.111315;0.472200;0.134480;0.340354;0.234716;false;HOMEOSTASIS
2026.06.11 18:23;63302.36;169;-0.112547;0.471893;0.137028;0.345595;0.226501;false;HOMEOSTASIS
2026.06.11 18:24;63319.32;97;-0.106654;0.473362;0.139559;0.350801;0.218573;false;HOMEOSTASIS
2026.06.11 18:25;63365.73;80;-0.007884;0.498029;0.142217;0.356433;0.210923;false;HOMEOSTASIS
2026.06.11 18:26;63375.20;80;-0.078364;0.480419;0.144740;0.361649;0.203541;false;HOMEOSTASIS
2026.06.11 18:27;63352.57;65;0.028615;0.507153;0.147404;0.367330;0.196417;false;HOMEOSTASIS
2026.06.11 18:28;63331.80;97;-0.084358;0.478923;0.149867;0.372386;0.189542;false;HOMEOSTASIS
2026.06.11 18:29;63326.37;71;-0.032845;0.491789;0.152386;0.377635;0.182908;false;HOMEOSTASIS
2026.06.11 18:30;63395.17;91;-0.106294;0.473451;0.154766;0.382459;0.176507;false;HOMEOSTASIS
2026.06.11 18:31;63368.25;71;0.056101;0.514022;0.157374;0.388026;0.170329;false;HOMEOSTASIS
2026.06.11 18:32;63328.69;90;0.148866;0.537148;0.160278;0.393984;0.492618;false;HOMEOSTASIS
