time;close;volume;A_context;energy;omega;fatigue;persistence;discharge;state
2026.06.11 16:17;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:18;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:19;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:20;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:21;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:22;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:23;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:24;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:25;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:26;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:27;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:28;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:29;66492.52;70;-0.179296;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
