time;close;volume;A_context;energy;omega;fatigue;persistence;discharge;state
2026.06.11 16:17;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:18;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:19;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:20;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:21;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:22;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:23;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:24;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:25;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:26;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:27;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
2026.06.11 16:28;5355.672;324;-0.241872;0.000000;0.000000;0.000000;0.000000;false;HOMEOSTASIS
