TIME	SYMBOL	A_CONTEXT	ENERGY	PERSISTENCE	P_EQ	OMEGA	FATIGUE	SI	BD	SL	TOPOLOGY	CORE_REGIME	CORE_VEL	CORE_ENG	CORE_M	CORE_TFAT	CORE_PERS
2026.06.13 15:12	BTCUSDm	-0.1005	0.4749	6.0265	5.9362	0.9098	0.3199	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6368	0.2559	15
2026.06.13 15:13	BTCUSDm	-0.1005	0.4749	6.0211	5.9362	0.9098	0.3198	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6532	0.5936	0.6368	0.2558	15
2026.06.13 15:14	BTCUSDm	-0.1005	0.4749	6.0160	5.9362	0.9097	0.3197	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6368	0.2558	15
2026.06.13 15:15	BTCUSDm	-0.1005	0.4749	6.0112	5.9362	0.9097	0.3196	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6368	0.2557	15
2026.06.13 15:16	BTCUSDm	-0.1005	0.4749	6.0067	5.9362	0.9095	0.3195	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6367	0.2556	15
2026.06.13 15:17	BTCUSDm	-0.1005	0.4749	6.0025	5.9362	0.9094	0.3194	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6365	0.2555	15
2026.06.13 15:18	BTCUSDm	-0.1005	0.4749	5.9985	5.9362	0.9092	0.3193	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6364	0.2555	15
2026.06.13 15:19	BTCUSDm	-0.1005	0.4749	5.9948	5.9362	0.9089	0.3193	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6362	0.2554	15
2026.06.13 15:20	BTCUSDm	-0.1005	0.4749	5.9912	5.9362	0.9087	0.3192	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6361	0.2553	15
2026.06.13 15:21	BTCUSDm	-0.1005	0.4749	5.9879	5.9362	0.9084	0.3191	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6359	0.2553	15
2026.06.13 15:22	BTCUSDm	-0.1005	0.4749	5.9848	5.9362	0.9081	0.3190	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6357	0.2552	15
2026.06.13 15:23	BTCUSDm	-0.1005	0.4749	5.9819	5.9362	0.9078	0.3189	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6355	0.2552	15
2026.06.13 15:24	BTCUSDm	-0.1005	0.4749	5.9792	5.9362	0.9075	0.3189	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6353	0.2551	15
2026.06.13 15:25	BTCUSDm	-0.1005	0.4749	5.9766	5.9362	0.9072	0.3188	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6350	0.2550	15
2026.06.13 15:26	BTCUSDm	-0.1005	0.4749	5.9742	5.9362	0.9069	0.3187	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6348	0.2550	15
2026.06.13 15:27	BTCUSDm	-0.1005	0.4749	5.9719	5.9362	0.9066	0.3187	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6346	0.2549	15
2026.06.13 15:28	BTCUSDm	-0.1005	0.4749	5.9698	5.9362	0.9062	0.3186	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6344	0.2549	15
2026.06.13 15:29	BTCUSDm	-0.1005	0.4749	5.9677	5.9362	0.9059	0.3186	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6341	0.2548	15
2026.06.13 15:30	BTCUSDm	-0.1005	0.4749	5.9658	5.9362	0.9056	0.3185	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6339	0.2548	15
2026.06.13 15:31	BTCUSDm	-0.1005	0.4749	5.9641	5.9362	0.9053	0.3184	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6337	0.2548	15
2026.06.13 15:32	BTCUSDm	-0.1005	0.4749	5.9624	5.9362	0.9050	0.3184	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6335	0.2547	15
2026.06.13 15:33	BTCUSDm	-0.1005	0.4749	5.9608	5.9362	0.9047	0.3183	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6333	0.2547	15
2026.06.13 15:34	BTCUSDm	-0.1005	0.4749	5.9593	5.9362	0.9044	0.3183	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6331	0.2546	15
2026.06.13 15:35	BTCUSDm	-0.1005	0.4749	5.9580	5.9362	0.9041	0.3182	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6329	0.2546	15
2026.06.13 15:36	BTCUSDm	-0.1005	0.4749	5.9566	5.9362	0.9038	0.3182	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6327	0.2545	15
2026.06.13 15:37	BTCUSDm	-0.1005	0.4749	5.9554	5.9362	0.9036	0.3181	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6325	0.2545	15
2026.06.13 15:38	BTCUSDm	-0.1005	0.4749	5.9543	5.9362	0.9033	0.3181	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6323	0.2545	15
2026.06.13 15:39	BTCUSDm	-0.1005	0.4749	5.9532	5.9362	0.9031	0.3180	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6321	0.2544	15
2026.06.13 15:40	BTCUSDm	-0.1005	0.4749	5.9522	5.9362	0.9028	0.3180	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6320	0.2544	15
2026.06.13 15:41	BTCUSDm	-0.1005	0.4749	5.9512	5.9362	0.9026	0.3180	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6318	0.2544	15
2026.06.13 15:42	BTCUSDm	-0.1005	0.4749	5.9503	5.9362	0.9023	0.3179	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6316	0.2543	15
2026.06.13 15:43	BTCUSDm	-0.1005	0.4749	5.9495	5.9362	0.9021	0.3179	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6315	0.2543	15
2026.06.13 15:44	BTCUSDm	-0.1005	0.4749	5.9487	5.9362	0.9019	0.3178	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6313	0.2543	15
2026.06.13 15:45	BTCUSDm	-0.1005	0.4749	5.9479	5.9362	0.9017	0.3178	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6312	0.2542	15
2026.06.13 15:46	BTCUSDm	-0.1005	0.4749	5.9472	5.9362	0.9015	0.3178	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6310	0.2542	15
2026.06.13 15:47	BTCUSDm	-0.1005	0.4749	5.9465	5.9362	0.9013	0.3177	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6309	0.2542	15
2026.06.13 15:48	BTCUSDm	-0.1005	0.4749	5.9459	5.9362	0.9011	0.3177	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6308	0.2542	15
2026.06.13 15:49	BTCUSDm	-0.1005	0.4749	5.9453	5.9362	0.9010	0.3177	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6307	0.2541	15
2026.06.13 15:50	BTCUSDm	-0.1005	0.4749	5.9448	5.9362	0.9008	0.3176	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6306	0.2541	15
2026.06.13 15:51	BTCUSDm	-0.1005	0.4749	5.9443	5.9362	0.9006	0.3176	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6304	0.2541	15
2026.06.13 15:52	BTCUSDm	-0.1005	0.4749	5.9438	5.9362	0.9005	0.3176	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6303	0.2541	15
2026.06.13 15:53	BTCUSDm	-0.1005	0.4749	5.9433	5.9362	0.9003	0.3175	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6302	0.2540	15
2026.06.13 15:54	BTCUSDm	-0.1005	0.4749	5.9429	5.9362	0.9002	0.3175	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6301	0.2540	15
2026.06.13 15:55	BTCUSDm	-0.1005	0.4749	5.9425	5.9362	0.9001	0.3175	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6300	0.2540	15
2026.06.13 15:56	BTCUSDm	-0.1005	0.4749	5.9421	5.9362	0.8999	0.3175	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6299	0.2540	15
2026.06.13 15:57	BTCUSDm	-0.1005	0.4749	5.9418	5.9362	0.8998	0.3174	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6299	0.2539	15
2026.06.13 15:58	BTCUSDm	-0.1005	0.4749	5.9414	5.9362	0.8997	0.3174	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6298	0.2539	15
2026.06.13 15:59	BTCUSDm	-0.1005	0.4749	5.9411	5.9362	0.8996	0.3174	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6297	0.2539	15
2026.06.13 16:00	BTCUSDm	-0.1005	0.4749	5.9408	5.9362	0.8995	0.3174	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6296	0.2539	15
2026.06.13 16:01	BTCUSDm	-0.1005	0.4749	5.9405	5.9362	0.8994	0.3173	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6296	0.2539	15
2026.06.13 16:02	BTCUSDm	-0.1005	0.4749	5.9403	5.9362	0.8993	0.3173	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6295	0.2539	15
2026.06.13 16:03	BTCUSDm	-0.1005	0.4749	5.9400	5.9362	0.8992	0.3173	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6294	0.2538	15
2026.06.13 16:04	BTCUSDm	-0.1005	0.4749	5.9398	5.9362	0.8991	0.3173	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6294	0.2538	15
2026.06.13 16:05	BTCUSDm	-0.1005	0.4749	5.9396	5.9362	0.8990	0.3173	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6293	0.2538	15
2026.06.13 16:06	BTCUSDm	-0.1005	0.4749	5.9394	5.9362	0.8989	0.3172	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6293	0.2538	15
2026.06.13 16:07	BTCUSDm	-0.1005	0.4749	5.9392	5.9362	0.8989	0.3172	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6292	0.2538	15
2026.06.13 16:08	BTCUSDm	-0.1005	0.4749	5.9390	5.9362	0.8988	0.3172	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6292	0.2538	15
2026.06.13 16:09	BTCUSDm	-0.1005	0.4749	5.9388	5.9362	0.8987	0.3172	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6291	0.2537	15
2026.06.13 16:10	BTCUSDm	-0.1005	0.4749	5.9387	5.9362	0.8987	0.3172	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6291	0.2537	15
2026.06.13 16:11	BTCUSDm	-0.1005	0.4749	5.9385	5.9362	0.8986	0.3171	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6290	0.2537	15
2026.06.13 16:12	BTCUSDm	-0.1005	0.4749	5.9384	5.9362	0.8985	0.3171	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6290	0.2537	15
2026.06.13 16:13	BTCUSDm	-0.1005	0.4749	5.9383	5.9362	0.8985	0.3171	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6289	0.2537	15
2026.06.13 16:14	BTCUSDm	-0.1005	0.4749	5.9381	5.9362	0.8984	0.3171	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6289	0.2537	15
2026.06.13 16:15	BTCUSDm	-0.1005	0.4749	5.9380	5.9362	0.8984	0.3171	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6289	0.2537	15
2026.06.13 16:16	BTCUSDm	-0.1005	0.4749	5.9379	5.9362	0.8983	0.3171	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6288	0.2537	15
2026.06.13 16:17	BTCUSDm	-0.1005	0.4749	5.9378	5.9362	0.8983	0.3171	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6288	0.2536	15
2026.06.13 16:18	BTCUSDm	-0.1005	0.4749	5.9377	5.9362	0.8982	0.3170	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6288	0.2536	15
2026.06.13 16:19	BTCUSDm	-0.1005	0.4749	5.9376	5.9362	0.8982	0.3170	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6287	0.2536	15
2026.06.13 16:20	BTCUSDm	-0.1005	0.4749	5.9375	5.9362	0.8982	0.3170	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6287	0.2536	15
2026.06.13 16:21	BTCUSDm	-0.1005	0.4749	5.9375	5.9362	0.8981	0.3170	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6287	0.2536	15
2026.06.13 16:22	BTCUSDm	-0.1005	0.4749	5.9374	5.9362	0.8981	0.3170	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6287	0.2536	15
2026.06.13 16:23	BTCUSDm	-0.1005	0.4749	5.9373	5.9362	0.8981	0.3170	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6286	0.2536	15
2026.06.13 16:24	BTCUSDm	-0.1005	0.4749	5.9372	5.9362	0.8980	0.3170	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6286	0.2536	15
2026.06.13 16:25	BTCUSDm	-0.1005	0.4749	5.9372	5.9362	0.8980	0.3170	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6286	0.2536	15
2026.06.13 16:26	BTCUSDm	-0.1005	0.4749	5.9371	5.9362	0.8980	0.3169	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6286	0.2536	15
2026.06.13 16:27	BTCUSDm	-0.1005	0.4749	5.9371	5.9362	0.8980	0.3169	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6286	0.2535	15
2026.06.13 16:28	BTCUSDm	-0.1005	0.4749	5.9370	5.9362	0.8979	0.3169	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6285	0.2535	15
2026.06.13 16:29	BTCUSDm	-0.1005	0.4749	5.9370	5.9362	0.8979	0.3169	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6533	0.5936	0.6285	0.2535	15
2026.06.13 16:30	BTCUSDm	-0.3189	0.4209	5.8964	5.2618	0.9061	0.3158	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.0729	0.5262	0.6342	0.2527	15
2026.06.13 16:31	BTCUSDm	-0.2646	0.4342	5.8683	5.4280	0.9109	0.3150	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.7198	0.5428	0.6376	0.2520	15
2026.06.13 16:32	BTCUSDm	-0.2093	0.4479	5.8521	5.5982	0.9129	0.3145	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3607	0.5598	0.6390	0.2516	15
2026.06.13 16:33	BTCUSDm	-0.2814	0.4301	5.8236	5.3764	0.9173	0.3137	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8291	0.5376	0.6421	0.2510	15
2026.06.13 16:34	BTCUSDm	-0.2160	0.4462	5.8088	5.5777	0.9184	0.3132	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4038	0.5578	0.6429	0.2506	15
2026.06.13 16:35	BTCUSDm	-0.2899	0.4280	5.7813	5.3504	0.9222	0.3124	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8841	0.5350	0.6455	0.2499	14
2026.06.13 16:36	BTCUSDm	-0.2200	0.4452	5.7684	5.5653	0.9226	0.3119	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4298	0.5565	0.6458	0.2495	14
2026.06.13 16:37	BTCUSDm	-0.1457	0.4636	5.7700	5.7954	0.9203	0.3118	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9473	0.5795	0.6442	0.2495	14
2026.06.13 16:38	BTCUSDm	-0.1993	0.4503	5.7615	5.6292	0.9200	0.3115	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.2955	0.5629	0.6440	0.2492	14
2026.06.13 16:39	BTCUSDm	-0.1917	0.4522	5.7550	5.6527	0.9194	0.3112	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.2463	0.5653	0.6435	0.2489	14
2026.06.13 16:40	BTCUSDm	-0.2151	0.4464	5.7445	5.5804	0.9195	0.3108	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3980	0.5580	0.6437	0.2486	14
2026.06.13 16:41	BTCUSDm	-0.1710	0.4573	5.7429	5.7168	0.9180	0.3106	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1117	0.5717	0.6426	0.2485	14
2026.06.13 16:42	BTCUSDm	-0.2543	0.4368	5.7259	5.4597	0.9196	0.3100	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6528	0.5460	0.6437	0.2480	14
2026.06.13 16:43	BTCUSDm	-0.1164	0.4709	5.7355	5.8865	0.9160	0.3101	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.7568	0.5887	0.6412	0.2481	14
2026.06.13 16:44	BTCUSDm	-0.2074	0.4483	5.7276	5.6041	0.9159	0.3098	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3482	0.5604	0.6412	0.2478	14
2026.06.13 16:45	BTCUSDm	0.0311	0.5078	5.7648	6.3473	0.9082	0.3107	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.2024	0.6347	0.6357	0.2485	14
2026.06.13 16:46	BTCUSDm	-0.2612	0.4351	5.7452	5.4385	0.9111	0.3100	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6976	0.5438	0.6377	0.2480	14
2026.06.13 16:47	BTCUSDm	0.0306	0.5077	5.7813	6.3457	0.9039	0.3109	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.1990	0.6346	0.6327	0.2487	14
2026.06.13 16:48	BTCUSDm	-0.2792	0.4307	5.7574	5.3832	0.9080	0.3102	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8146	0.5383	0.6356	0.2481	14
2026.06.13 16:49	BTCUSDm	1.0939	0.7491	5.9738	9.3640	0.8825	0.3159	0.0000	0.00	0	UNKNOWN	INITIALIZING	7.1106	0.9364	0.6178	0.2527	15
2026.06.13 16:50	BTCUSDm	-0.2404	0.4402	5.9455	5.5024	0.8892	0.3152	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5625	0.5502	0.6224	0.2521	15
2026.06.13 16:51	BTCUSDm	-0.1530	0.4618	5.9351	5.7728	0.8917	0.3150	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9946	0.5773	0.6242	0.2520	15
2026.06.13 16:52	BTCUSDm	-0.0002	0.4999	5.9540	6.2492	0.8890	0.3155	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.0016	0.6249	0.6223	0.2524	15
2026.06.13 16:53	BTCUSDm	1.6794	0.8428	6.2289	10.5353	0.8619	0.3229	0.0000	0.00	0	UNKNOWN	INITIALIZING	10.9160	1.0535	0.6034	0.2583	16
2026.06.13 16:54	BTCUSDm	-0.5274	0.3711	6.1335	4.6389	0.8867	0.3206	0.0000	0.00	0	UNKNOWN	INITIALIZING	3.4284	0.4639	0.6207	0.2565	15
2026.06.13 16:55	BTCUSDm	-0.0286	0.4928	6.1351	6.1606	0.8874	0.3209	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.1861	0.6161	0.6212	0.2567	15
2026.06.13 16:56	BTCUSDm	-0.3610	0.4107	6.0750	5.1340	0.9007	0.3195	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.3465	0.5134	0.6305	0.2556	15
2026.06.13 16:57	BTCUSDm	-0.3601	0.4109	6.0187	5.1367	0.9121	0.3181	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.3407	0.5137	0.6385	0.2545	15
2026.06.13 16:58	BTCUSDm	1.4302	0.8069	6.2628	10.0867	0.8853	0.3247	0.0000	0.00	0	UNKNOWN	INITIALIZING	9.2963	1.0087	0.6197	0.2598	16
2026.06.13 16:59	BTCUSDm	-0.3765	0.4070	6.1923	5.0872	0.9011	0.3231	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.4471	0.5087	0.6308	0.2585	15
2026.06.13 17:00	BTCUSDm	-0.5311	0.3703	6.0984	4.6284	0.9224	0.3208	0.0000	0.00	0	UNKNOWN	INITIALIZING	3.4519	0.4628	0.6457	0.2566	15
2026.06.13 17:01	BTCUSDm	1.8881	0.8685	6.3839	10.8568	0.8926	0.3286	0.0000	0.00	0	UNKNOWN	INITIALIZING	12.2730	1.0857	0.6248	0.2628	16
2026.06.13 17:02	BTCUSDm	-0.2644	0.4343	6.3266	5.4285	0.9043	0.3274	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.7186	0.5429	0.6330	0.2619	16
2026.06.13 17:03	BTCUSDm	9.8221	0.9999	6.6970	12.4993	0.8725	0.3376	0.0000	0.00	0	UNKNOWN	INITIALIZING	63.8437	1.2499	0.6107	0.2700	17
2026.06.13 17:04	BTCUSDm	0.9643	0.7240	6.8381	9.0499	0.8582	0.3419	0.0000	0.00	0	UNKNOWN	INITIALIZING	6.2683	0.9050	0.6007	0.2735	17
2026.06.13 17:05	BTCUSDm	-0.1987	0.4505	6.7657	5.6312	0.8753	0.3407	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.2914	0.5631	0.6127	0.2725	17
2026.06.13 17:06	BTCUSDm	-0.2015	0.4498	6.6971	5.6224	0.8903	0.3394	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3098	0.5622	0.6232	0.2716	17
2026.06.13 17:07	BTCUSDm	2.1374	0.8945	6.9662	11.1811	0.8656	0.3471	0.0000	0.00	0	UNKNOWN	INITIALIZING	13.8930	1.1181	0.6060	0.2777	17
2026.06.13 17:08	BTCUSDm	-0.1821	0.4546	6.8891	5.6825	0.8830	0.3458	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1836	0.5683	0.6181	0.2767	17
2026.06.13 17:09	BTCUSDm	-0.1240	0.4690	6.8276	5.8629	0.8957	0.3448	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.8062	0.5863	0.6270	0.2759	17
2026.06.13 17:10	BTCUSDm	-0.2414	0.4399	6.7479	5.4993	0.9116	0.3433	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5690	0.5499	0.6381	0.2746	17
2026.06.13 17:11	BTCUSDm	0.1094	0.5273	6.7385	6.5915	0.9123	0.3435	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.7110	0.6591	0.6386	0.2748	17
2026.06.13 17:12	BTCUSDm	-0.2423	0.4397	6.6640	5.4965	0.9258	0.3420	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5748	0.5497	0.6481	0.2736	17
2026.06.13 17:13	BTCUSDm	-0.2328	0.4421	6.5957	5.5257	0.9370	0.3406	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5133	0.5526	0.6559	0.2725	16
2026.06.13 17:14	BTCUSDm	-0.0036	0.4991	6.5743	6.2387	0.9378	0.3404	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.0236	0.6239	0.6565	0.2723	16
2026.06.13 17:15	BTCUSDm	-0.1395	0.4652	6.5287	5.8149	0.9432	0.3395	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9065	0.5815	0.6602	0.2716	16
2026.06.13 17:16	BTCUSDm	-0.2108	0.4475	6.4726	5.5936	0.9505	0.3382	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3704	0.5594	0.6653	0.2706	16
2026.06.13 17:17	BTCUSDm	-0.1707	0.4574	6.4273	5.7177	0.9549	0.3372	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1098	0.5718	0.6685	0.2698	16
2026.06.13 17:18	BTCUSDm	-0.2138	0.4468	6.3767	5.5844	0.9602	0.3360	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3897	0.5584	0.6722	0.2688	16
2026.06.13 17:19	BTCUSDm	-0.2311	0.4425	6.3260	5.5311	0.9652	0.3348	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5020	0.5531	0.6756	0.2679	16
2026.06.13 17:20	BTCUSDm	-0.2207	0.4451	6.2802	5.5632	0.9687	0.3337	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4343	0.5563	0.6781	0.2669	16
2026.06.13 17:21	BTCUSDm	0.1074	0.5268	6.2985	6.5853	0.9603	0.3342	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6981	0.6585	0.6722	0.2674	16
2026.06.13 17:22	BTCUSDm	-0.2230	0.4445	6.2540	5.5559	0.9640	0.3331	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4497	0.5556	0.6748	0.2664	16
2026.06.13 17:23	BTCUSDm	0.1728	0.5431	6.2861	6.7887	0.9539	0.3339	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1234	0.6789	0.6677	0.2671	16
2026.06.13 17:24	BTCUSDm	0.1528	0.5381	6.3125	6.7266	0.9454	0.3347	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9932	0.6727	0.6618	0.2677	16
2026.06.13 17:25	BTCUSDm	-0.2241	0.4442	6.2669	5.5527	0.9505	0.3335	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4565	0.5553	0.6653	0.2668	16
2026.06.13 17:26	BTCUSDm	-0.2157	0.4463	6.2256	5.5784	0.9543	0.3324	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4023	0.5578	0.6680	0.2660	16
2026.06.13 17:27	BTCUSDm	-0.1541	0.4615	6.1982	5.7693	0.9550	0.3317	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.0018	0.5769	0.6685	0.2654	15
2026.06.13 17:28	BTCUSDm	-0.2233	0.4444	6.1596	5.5550	0.9580	0.3306	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4516	0.5555	0.6706	0.2645	15
2026.06.13 17:29	BTCUSDm	-0.2173	0.4459	6.1245	5.5735	0.9600	0.3296	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4127	0.5573	0.6720	0.2637	15
2026.06.13 17:30	BTCUSDm	-0.1765	0.4560	6.0990	5.7000	0.9599	0.3289	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1470	0.5700	0.6719	0.2631	15
2026.06.13 17:31	BTCUSDm	-0.1638	0.4592	6.0774	5.7394	0.9591	0.3282	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.0644	0.5739	0.6714	0.2625	15
