TIME	SYMBOL	A_CONTEXT	ENERGY	PERSISTENCE	P_EQ	OMEGA	FATIGUE	SI	BD	SL	TOPOLOGY	CORE_REGIME	CORE_VEL	CORE_ENG	CORE_M	CORE_TFAT	CORE_PERS
2026.06.13 17:32	BTCUSDm	0.4578	0.6125	6.1721	7.6560	0.9411	0.3306	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.9754	0.7656	0.6588	0.2645	15
2026.06.13 17:33	BTCUSDm	-0.2050	0.4489	6.1385	5.6115	0.9442	0.3296	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3327	0.5612	0.6609	0.2637	15
2026.06.13 17:34	BTCUSDm	-0.1913	0.4523	6.1094	5.6540	0.9461	0.3288	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.2436	0.5654	0.6623	0.2630	15
2026.06.13 17:35	BTCUSDm	-0.1847	0.4540	6.0833	5.6744	0.9472	0.3280	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.2007	0.5674	0.6631	0.2624	15
2026.06.13 17:36	BTCUSDm	-0.2115	0.4473	6.0538	5.5915	0.9490	0.3271	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3748	0.5591	0.6643	0.2617	15
2026.06.13 17:37	BTCUSDm	-0.0474	0.4881	6.0567	6.1018	0.9445	0.3271	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.3084	0.6102	0.6611	0.2617	15
2026.06.13 17:38	BTCUSDm	-0.1809	0.4549	6.0345	5.6862	0.9450	0.3264	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1760	0.5686	0.6615	0.2611	15
2026.06.13 17:39	BTCUSDm	0.1504	0.5375	6.0755	6.7192	0.9348	0.3273	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9778	0.6719	0.6544	0.2619	15
2026.06.13 17:40	BTCUSDm	-0.1604	0.4600	6.0560	5.7497	0.9356	0.3267	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.0428	0.5750	0.6549	0.2614	15
2026.06.13 17:41	BTCUSDm	-0.2134	0.4468	6.0278	5.5856	0.9380	0.3258	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3873	0.5586	0.6566	0.2607	15
2026.06.13 17:42	BTCUSDm	-0.2127	0.4470	6.0014	5.5877	0.9399	0.3250	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3828	0.5588	0.6579	0.2600	15
2026.06.13 17:43	BTCUSDm	-0.0686	0.4828	6.0034	6.0356	0.9363	0.3249	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.4462	0.6036	0.6554	0.2599	15
2026.06.13 17:44	BTCUSDm	0.5720	0.6392	6.1226	7.9902	0.9174	0.3279	0.0000	0.00	0	UNKNOWN	INITIALIZING	3.7177	0.7990	0.6422	0.2624	15
2026.06.13 17:45	BTCUSDm	0.3007	0.5746	6.1862	7.1827	0.9065	0.3296	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.9545	0.7183	0.6346	0.2637	15
2026.06.13 17:46	BTCUSDm	-0.1741	0.4566	6.1575	5.7072	0.9113	0.3288	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1320	0.5707	0.6379	0.2631	15
2026.06.13 17:47	BTCUSDm	-0.1703	0.4575	6.1312	5.7192	0.9152	0.3281	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1066	0.5719	0.6407	0.2625	15
2026.06.13 17:48	BTCUSDm	-0.2566	0.4362	6.0905	5.4526	0.9219	0.3270	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6676	0.5453	0.6453	0.2616	15
2026.06.13 17:49	BTCUSDm	-0.2288	0.4430	6.0573	5.5381	0.9264	0.3261	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4872	0.5538	0.6485	0.2608	15
2026.06.13 17:50	BTCUSDm	-0.2438	0.4393	6.0234	5.4918	0.9308	0.3251	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5848	0.5492	0.6516	0.2601	15
2026.06.13 17:51	BTCUSDm	-0.2407	0.4401	5.9921	5.5016	0.9343	0.3241	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5643	0.5502	0.6540	0.2593	15
2026.06.13 17:52	BTCUSDm	-0.2245	0.4441	5.9657	5.5515	0.9365	0.3233	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4590	0.5551	0.6555	0.2586	15
2026.06.13 17:53	BTCUSDm	0.2547	0.5633	6.0302	7.0417	0.9237	0.3248	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6555	0.7042	0.6466	0.2599	15
2026.06.13 17:54	BTCUSDm	-0.2074	0.4483	6.0046	5.6041	0.9266	0.3241	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3482	0.5604	0.6486	0.2592	15
2026.06.13 17:55	BTCUSDm	-0.2661	0.4339	5.9698	5.4234	0.9312	0.3230	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.7295	0.5423	0.6518	0.2584	15
2026.06.13 17:56	BTCUSDm	-0.2182	0.4457	5.9458	5.5707	0.9331	0.3222	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4185	0.5571	0.6532	0.2578	15
2026.06.13 17:57	BTCUSDm	-0.1679	0.4581	5.9327	5.7266	0.9328	0.3217	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.0913	0.5727	0.6529	0.2574	15
2026.06.13 17:58	BTCUSDm	0.5377	0.6313	6.0502	7.8910	0.9142	0.3247	0.0000	0.00	0	UNKNOWN	INITIALIZING	3.4952	0.7891	0.6399	0.2598	15
2026.06.13 17:59	BTCUSDm	-0.2467	0.4386	6.0161	5.4830	0.9195	0.3237	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6035	0.5483	0.6437	0.2590	15
2026.06.13 18:00	BTCUSDm	-0.1730	0.4569	5.9978	5.7108	0.9213	0.3232	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1243	0.5711	0.6449	0.2585	15
2026.06.13 18:01	BTCUSDm	0.1511	0.5377	6.0412	6.7214	0.9126	0.3242	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9825	0.6721	0.6388	0.2594	15
2026.06.13 18:02	BTCUSDm	-0.2431	0.4395	6.0084	5.4939	0.9178	0.3233	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5804	0.5494	0.6425	0.2586	15
2026.06.13 18:03	BTCUSDm	0.0675	0.5169	6.0355	6.4607	0.9118	0.3239	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.4385	0.6461	0.6383	0.2591	15
2026.06.13 18:04	BTCUSDm	-0.1135	0.4717	6.0271	5.8956	0.9123	0.3236	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.7379	0.5896	0.6386	0.2589	15
2026.06.13 18:05	BTCUSDm	-0.0719	0.4820	6.0270	6.0254	0.9112	0.3236	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.4674	0.6025	0.6378	0.2589	15
2026.06.13 18:06	BTCUSDm	-0.2714	0.4326	5.9898	5.4071	0.9175	0.3225	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.7640	0.5407	0.6422	0.2580	15
2026.06.13 18:07	BTCUSDm	0.0588	0.5147	6.0165	6.4337	0.9116	0.3231	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.3822	0.6434	0.6381	0.2585	15
2026.06.13 18:08	BTCUSDm	-0.1667	0.4584	5.9993	5.7302	0.9137	0.3226	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.0837	0.5730	0.6396	0.2581	15
2026.06.13 18:09	BTCUSDm	-0.2259	0.4438	5.9722	5.5471	0.9177	0.3218	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4683	0.5547	0.6424	0.2574	15
2026.06.13 18:10	BTCUSDm	0.4815	0.6181	6.0774	7.7261	0.9016	0.3245	0.0000	0.00	0	UNKNOWN	INITIALIZING	3.1295	0.7726	0.6311	0.2596	15
2026.06.13 18:11	BTCUSDm	-0.1239	0.4691	6.0646	5.8633	0.9037	0.3242	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.8053	0.5863	0.6326	0.2593	15
2026.06.13 18:12	BTCUSDm	0.2657	0.5660	6.1252	7.0754	0.8942	0.3258	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.7270	0.7075	0.6259	0.2606	15
2026.06.13 18:13	BTCUSDm	-0.0108	0.4973	6.1307	6.2161	0.8936	0.3259	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.0705	0.6216	0.6256	0.2607	15
2026.06.13 18:14	BTCUSDm	-0.2169	0.4460	6.0973	5.5749	0.9004	0.3251	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4098	0.5575	0.6303	0.2601	15
2026.06.13 18:15	BTCUSDm	-0.2790	0.4307	6.0545	5.3837	0.9087	0.3239	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8136	0.5384	0.6361	0.2591	15
2026.06.13 18:16	BTCUSDm	-0.2810	0.4302	6.0139	5.3775	0.9160	0.3228	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8267	0.5378	0.6412	0.2583	15
2026.06.13 18:17	BTCUSDm	-0.2760	0.4314	5.9766	5.3930	0.9219	0.3218	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.7939	0.5393	0.6453	0.2574	15
2026.06.13 18:18	BTCUSDm	-0.1897	0.4527	5.9576	5.6588	0.9236	0.3212	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.2334	0.5659	0.6465	0.2569	15
2026.06.13 18:19	BTCUSDm	-0.2314	0.4424	5.9319	5.5301	0.9265	0.3204	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5040	0.5530	0.6485	0.2563	15
2026.06.13 18:20	BTCUSDm	-0.2504	0.4377	5.9043	5.4714	0.9296	0.3195	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6278	0.5471	0.6507	0.2556	15
2026.06.13 18:21	BTCUSDm	-0.2312	0.4425	5.8819	5.5307	0.9314	0.3188	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5028	0.5531	0.6520	0.2550	15
2026.06.13 18:22	BTCUSDm	-0.2843	0.4294	5.8510	5.3675	0.9348	0.3178	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8479	0.5368	0.6544	0.2542	15
2026.06.13 18:23	BTCUSDm	-0.2381	0.4408	5.8305	5.5095	0.9358	0.3171	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5476	0.5509	0.6550	0.2537	15
2026.06.13 18:24	BTCUSDm	-0.2754	0.4316	5.8044	5.3948	0.9379	0.3162	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.7900	0.5395	0.6565	0.2530	15
2026.06.13 18:25	BTCUSDm	-0.2296	0.4429	5.7883	5.5357	0.9377	0.3156	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4923	0.5536	0.6564	0.2525	14
2026.06.13 18:26	BTCUSDm	-0.2667	0.4337	5.7663	5.4216	0.9388	0.3148	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.7332	0.5422	0.6572	0.2518	14
2026.06.13 18:27	BTCUSDm	-0.0009	0.4998	5.7951	6.2471	0.9306	0.3153	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.0061	0.6247	0.6514	0.2523	14
2026.06.13 18:28	BTCUSDm	-0.2151	0.4464	5.7822	5.5804	0.9304	0.3148	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3982	0.5580	0.6512	0.2518	14
2026.06.13 18:29	BTCUSDm	-0.2458	0.4388	5.7644	5.4856	0.9312	0.3141	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5980	0.5486	0.6518	0.2513	14
2026.06.13 18:30	BTCUSDm	0.1500	0.5374	5.8216	6.7178	0.9194	0.3155	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9749	0.6718	0.6436	0.2524	15
2026.06.13 18:31	BTCUSDm	-0.1691	0.4578	5.8157	5.7229	0.9187	0.3152	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.0989	0.5723	0.6431	0.2521	15
2026.06.13 18:32	BTCUSDm	-0.2253	0.4439	5.7997	5.5489	0.9201	0.3146	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4646	0.5549	0.6440	0.2517	14
2026.06.13 18:33	BTCUSDm	-0.2163	0.4461	5.7863	5.5767	0.9208	0.3141	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4059	0.5577	0.6445	0.2513	14
2026.06.13 18:34	BTCUSDm	-0.1984	0.4506	5.7770	5.6319	0.9206	0.3137	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.2899	0.5632	0.6444	0.2509	14
2026.06.13 18:35	BTCUSDm	-0.2495	0.4380	5.7589	5.4745	0.9223	0.3130	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6215	0.5474	0.6456	0.2504	14
2026.06.13 18:36	BTCUSDm	-0.2411	0.4400	5.7434	5.5001	0.9232	0.3124	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5673	0.5500	0.6463	0.2499	14
2026.06.13 18:37	BTCUSDm	-0.1510	0.4623	5.7455	5.7790	0.9207	0.3123	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9816	0.5779	0.6445	0.2498	14
2026.06.13 18:38	BTCUSDm	-0.2467	0.4386	5.7297	5.4828	0.9219	0.3117	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6038	0.5483	0.6453	0.2494	14
2026.06.13 18:39	BTCUSDm	-0.2187	0.4455	5.7201	5.5691	0.9217	0.3113	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4218	0.5569	0.6452	0.2490	14
2026.06.13 18:40	BTCUSDm	-0.2148	0.4465	5.7118	5.5812	0.9213	0.3108	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.3964	0.5581	0.6449	0.2487	14
2026.06.13 18:41	BTCUSDm	-0.2348	0.4416	5.7002	5.5197	0.9215	0.3104	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5261	0.5520	0.6451	0.2483	14
2026.06.13 18:42	BTCUSDm	2.4976	0.9240	6.0512	11.5497	0.8873	0.3195	0.0000	0.00	0	UNKNOWN	INITIALIZING	16.2347	1.1550	0.6211	0.2556	15
2026.06.13 18:43	BTCUSDm	-0.3309	0.4180	6.0016	5.2251	0.8982	0.3183	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.1512	0.5225	0.6287	0.2546	15
2026.06.13 18:44	BTCUSDm	-0.1110	0.4723	5.9958	5.9036	0.8992	0.3182	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.7213	0.5904	0.6295	0.2546	15
2026.06.13 18:45	BTCUSDm	-0.4221	0.3960	5.9330	4.9503	0.9126	0.3166	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.7434	0.4950	0.6388	0.2533	15
2026.06.13 18:46	BTCUSDm	-0.3702	0.4085	5.8834	5.1062	0.9217	0.3152	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.4063	0.5106	0.6452	0.2522	15
2026.06.13 18:47	BTCUSDm	-0.1708	0.4574	5.8735	5.7175	0.9216	0.3149	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1103	0.5717	0.6451	0.2519	15
2026.06.13 18:48	BTCUSDm	0.0625	0.5156	5.9078	6.4454	0.9140	0.3158	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.4065	0.6445	0.6398	0.2526	15
2026.06.13 18:49	BTCUSDm	-0.4499	0.3894	5.8453	4.8672	0.9263	0.3141	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.9246	0.4867	0.6484	0.2513	15
2026.06.13 18:50	BTCUSDm	-0.4812	0.3820	5.7811	4.7747	0.9383	0.3123	0.0000	0.00	0	UNKNOWN	INITIALIZING	3.1276	0.4775	0.6568	0.2499	14
2026.06.13 18:51	BTCUSDm	0.6509	0.6572	5.9272	8.2152	0.9161	0.3161	0.0000	0.00	0	UNKNOWN	INITIALIZING	4.2310	0.8215	0.6413	0.2529	15
2026.06.13 18:52	BTCUSDm	1.5944	0.8312	6.1950	10.3905	0.8872	0.3232	0.0000	0.00	0	UNKNOWN	INITIALIZING	10.3638	1.0390	0.6210	0.2586	15
2026.06.13 18:53	BTCUSDm	-0.4079	0.3994	6.1228	4.9927	0.9035	0.3215	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.6514	0.4993	0.6324	0.2572	15
2026.06.13 18:54	BTCUSDm	8.9014	0.9999	6.5053	12.4983	0.8706	0.3319	0.0000	0.00	0	UNKNOWN	INITIALIZING	57.8591	1.2498	0.6094	0.2655	16
2026.06.13 18:55	BTCUSDm	0.0327	0.5082	6.4961	6.3521	0.8745	0.3321	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.2123	0.6352	0.6121	0.2657	16
2026.06.13 18:56	BTCUSDm	-0.3196	0.4208	6.4220	5.2597	0.8915	0.3305	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.0774	0.5260	0.6240	0.2644	16
2026.06.13 18:57	BTCUSDm	-0.2866	0.4288	6.3583	5.3604	0.9048	0.3292	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8631	0.5360	0.6333	0.2634	16
2026.06.13 18:58	BTCUSDm	-0.0124	0.4969	6.3494	6.2112	0.9059	0.3293	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.0807	0.6211	0.6341	0.2634	16
2026.06.13 18:59	BTCUSDm	-0.1744	0.4565	6.3109	5.7063	0.9125	0.3285	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1339	0.5706	0.6388	0.2628	16
2026.06.13 19:00	BTCUSDm	-0.0878	0.4781	6.2907	5.9757	0.9151	0.3282	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.5709	0.5976	0.6405	0.2626	16
2026.06.13 19:01	BTCUSDm	-0.2870	0.4287	6.2348	5.3591	0.9249	0.3270	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8657	0.5359	0.6474	0.2616	16
2026.06.13 19:02	BTCUSDm	-0.1558	0.4611	6.2066	5.7642	0.9280	0.3264	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.0126	0.5764	0.6496	0.2611	16
2026.06.13 19:03	BTCUSDm	0.1468	0.5366	6.2367	6.7079	0.9209	0.3273	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9542	0.6708	0.6447	0.2618	16
2026.06.13 19:04	BTCUSDm	-0.1120	0.4720	6.2165	5.9003	0.9228	0.3269	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.7281	0.5900	0.6460	0.2615	16
2026.06.13 19:05	BTCUSDm	0.5175	0.6266	6.3134	7.8320	0.9078	0.3297	0.0000	0.00	0	UNKNOWN	INITIALIZING	3.3636	0.7832	0.6354	0.2637	16
2026.06.13 19:06	BTCUSDm	-0.2893	0.4282	6.2558	5.3521	0.9186	0.3283	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8805	0.5352	0.6430	0.2627	16
2026.06.13 19:07	BTCUSDm	-0.1804	0.4550	6.2217	5.6879	0.9234	0.3276	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1723	0.5688	0.6464	0.2621	16
2026.06.13 19:08	BTCUSDm	-0.1769	0.4559	6.1903	5.6986	0.9273	0.3269	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.1500	0.5699	0.6491	0.2615	15
2026.06.13 19:09	BTCUSDm	-0.1995	0.4503	6.1566	5.6286	0.9314	0.3261	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.2967	0.5629	0.6520	0.2609	15
2026.06.13 19:10	BTCUSDm	-0.3082	0.4236	6.1049	5.2946	0.9392	0.3248	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.0030	0.5295	0.6574	0.2598	15
2026.06.13 19:11	BTCUSDm	-0.1489	0.4628	6.0857	5.7856	0.9395	0.3243	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9677	0.5786	0.6576	0.2594	15
2026.06.13 19:12	BTCUSDm	-0.3053	0.4243	6.0388	5.3033	0.9456	0.3230	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.9845	0.5303	0.6619	0.2584	15
2026.06.13 19:13	BTCUSDm	-0.1300	0.4675	6.0271	5.8443	0.9440	0.3227	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.8449	0.5844	0.6608	0.2581	15
2026.06.13 19:14	BTCUSDm	-0.2463	0.4387	5.9945	5.4842	0.9467	0.3218	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6008	0.5484	0.6627	0.2574	15
2026.06.13 19:15	BTCUSDm	-0.2522	0.4373	5.9628	5.4659	0.9489	0.3209	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6395	0.5466	0.6643	0.2567	15
2026.06.13 19:16	BTCUSDm	-0.1267	0.4684	5.9563	5.8547	0.9461	0.3206	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.8233	0.5855	0.6622	0.2565	15
2026.06.13 19:17	BTCUSDm	-0.1117	0.4721	5.9530	5.9012	0.9428	0.3204	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.7264	0.5901	0.6600	0.2564	15
2026.06.13 19:18	BTCUSDm	-0.2901	0.4280	5.9168	5.3498	0.9464	0.3194	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8854	0.5350	0.6625	0.2555	15
2026.06.13 19:19	BTCUSDm	-0.2901	0.4280	5.8828	5.3498	0.9493	0.3184	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8855	0.5350	0.6645	0.2547	15
2026.06.13 19:20	BTCUSDm	-0.1143	0.4715	5.8834	5.8932	0.9451	0.3182	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.7429	0.5893	0.6615	0.2546	15
2026.06.13 19:21	BTCUSDm	-0.2811	0.4302	5.8531	5.3774	0.9473	0.3173	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8270	0.5377	0.6631	0.2538	15
2026.06.13 19:22	BTCUSDm	-0.3109	0.4229	5.8191	5.2863	0.9501	0.3162	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.0206	0.5286	0.6651	0.2530	15
2026.06.13 19:23	BTCUSDm	0.3662	0.5905	5.9128	7.3818	0.9324	0.3186	0.0000	0.00	0	UNKNOWN	INITIALIZING	2.3805	0.7382	0.6527	0.2548	15
2026.06.13 19:24	BTCUSDm	-0.0526	0.4869	5.9232	6.0858	0.9278	0.3187	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.3417	0.6086	0.6495	0.2550	15
2026.06.13 19:25	BTCUSDm	-0.2305	0.4426	5.8998	5.5329	0.9299	0.3180	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4983	0.5533	0.6510	0.2544	15
2026.06.13 19:26	BTCUSDm	-0.1129	0.4718	5.8996	5.8974	0.9274	0.3179	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.7341	0.5897	0.6492	0.2543	15
2026.06.13 19:27	BTCUSDm	-0.2995	0.4257	5.8649	5.3210	0.9319	0.3169	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.9468	0.5321	0.6524	0.2535	15
2026.06.13 19:28	BTCUSDm	0.0201	0.5050	5.8918	6.3130	0.9247	0.3175	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.1310	0.6313	0.6473	0.2540	15
2026.06.13 19:29	BTCUSDm	-0.2777	0.4310	5.8616	5.3878	0.9285	0.3166	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8049	0.5388	0.6499	0.2533	15
2026.06.13 19:30	BTCUSDm	-0.2800	0.4305	5.8327	5.3808	0.9317	0.3157	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8198	0.5381	0.6522	0.2526	15
2026.06.13 19:31	BTCUSDm	-0.1572	0.4608	5.8283	5.7598	0.9297	0.3154	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.0218	0.5760	0.6508	0.2524	15
2026.06.13 19:32	BTCUSDm	-0.2374	0.4409	5.8093	5.5116	0.9308	0.3148	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.5431	0.5512	0.6516	0.2518	15
2026.06.13 19:33	BTCUSDm	-0.2865	0.4289	5.7824	5.3609	0.9335	0.3139	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8620	0.5361	0.6534	0.2511	14
2026.06.13 19:34	BTCUSDm	-0.2888	0.4283	5.7567	5.3538	0.9357	0.3131	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.8771	0.5354	0.6550	0.2505	14
2026.06.13 19:35	BTCUSDm	-0.2727	0.4322	5.7355	5.4031	0.9367	0.3123	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.7724	0.5403	0.6557	0.2499	14
2026.06.13 19:36	BTCUSDm	-0.3074	0.4238	5.7092	5.2969	0.9388	0.3114	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.9980	0.5297	0.6572	0.2492	14
2026.06.13 19:37	BTCUSDm	-0.2579	0.4359	5.6935	5.4484	0.9385	0.3108	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6765	0.5448	0.6570	0.2487	14
2026.06.13 19:38	BTCUSDm	0.5589	0.6362	5.8291	7.9526	0.9170	0.3142	0.0000	0.00	0	UNKNOWN	INITIALIZING	3.6331	0.7953	0.6419	0.2514	15
2026.06.13 19:39	BTCUSDm	0.2556	0.5635	5.9020	7.0443	0.9044	0.3161	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6612	0.7044	0.6331	0.2528	15
2026.06.13 19:40	BTCUSDm	-0.2954	0.4267	5.8679	5.3334	0.9107	0.3151	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.9204	0.5333	0.6375	0.2521	15
2026.06.13 19:41	BTCUSDm	-0.2714	0.4326	5.8402	5.4071	0.9150	0.3143	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.7639	0.5407	0.6405	0.2514	15
2026.06.13 19:42	BTCUSDm	-0.2162	0.4462	5.8244	5.5771	0.9166	0.3138	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4051	0.5577	0.6416	0.2510	15
2026.06.13 19:43	BTCUSDm	-0.1526	0.4619	5.8214	5.7741	0.9156	0.3136	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.9918	0.5774	0.6409	0.2509	15
2026.06.13 19:44	BTCUSDm	-0.2504	0.4377	5.8004	5.4716	0.9182	0.3130	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.6274	0.5472	0.6427	0.2504	15
2026.06.13 19:45	BTCUSDm	-0.2285	0.4431	5.7848	5.5390	0.9195	0.3124	0.0000	0.00	0	UNKNOWN	INITIALIZING	1.4853	0.5539	0.6437	0.2500	14
2026.06.13 19:46	BTCUSDm	9.9414	1.0000	6.1876	12.4994	0.8835	0.3231	0.0000	0.00	0	UNKNOWN	INITIALIZING	64.6190	1.2499	0.6184	0.2585	15
2026.06.13 19:47	BTCUSDm	-0.1033	0.4742	6.1720	5.9275	0.8875	0.3229	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6714	0.5928	0.6212	0.2583	15
2026.06.13 19:48	BTCUSDm	-0.0963	0.4759	6.1587	5.9493	0.8908	0.3227	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6260	0.5949	0.6235	0.2582	15
2026.06.13 19:49	BTCUSDm	-0.0810	0.4798	6.1490	5.9971	0.8931	0.3226	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.5263	0.5997	0.6252	0.2581	15
2026.06.13 19:50	BTCUSDm	-0.1112	0.4722	6.1342	5.9029	0.8962	0.3224	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.7227	0.5903	0.6273	0.2579	15
2026.06.13 19:51	BTCUSDm	-0.1032	0.4742	6.1218	5.9277	0.8986	0.3222	0.0000	0.00	0	UNKNOWN	INITIALIZING	0.6711	0.5928	0.6290	0.2578	15
