time;close;volume;A_context;energy;omega;fatigue;persistence;discharge;state
2026.06.11 20:01;63528.95;63;-0.254439;0.436731;0.142855;0.459506;0.409519;false;HOMEOSTASIS
2026.06.11 20:02;63575.66;73;-0.245209;0.439003;0.143593;0.462667;0.395186;false;HOMEOSTASIS
2026.06.11 20:03;63569.09;77;-0.233629;0.441857;0.144331;0.465846;0.381355;false;HOMEOSTASIS
2026.06.11 20:04;63545.64;50;-0.209649;0.447779;0.145085;0.469104;0.368007;false;HOMEOSTASIS
2026.06.11 20:05;63582.89;54;-0.136581;0.465908;0.145932;0.472681;0.355127;false;HOMEOSTASIS
2026.06.11 20:06;63550.33;43;-0.087698;0.478090;0.146834;0.476456;0.342698;false;HOMEOSTASIS
2026.06.11 20:07;63529.24;37;-0.221209;0.444922;0.147515;0.479530;0.330703;false;HOMEOSTASIS
2026.06.11 20:08;63516.64;44;-0.221452;0.444862;0.148179;0.482566;0.319129;false;HOMEOSTASIS
2026.06.11 20:09;63514.80;20;-0.200984;0.449922;0.148859;0.485666;0.307959;false;HOMEOSTASIS
2026.06.11 20:10;63457.29;44;-0.220497;0.445098;0.149494;0.488633;0.297181;false;HOMEOSTASIS
2026.06.11 20:11;63473.22;51;-0.216106;0.446183;0.150122;0.491586;0.286779;false;HOMEOSTASIS
2026.06.11 20:12;63470.13;27;-0.209798;0.447742;0.150746;0.494534;0.276742;false;HOMEOSTASIS
2026.06.11 20:13;63455.81;47;-0.445116;0.390523;0.151009;0.496316;0.267056;false;HOMEOSTASIS
2026.06.11 20:14;63473.37;23;-0.439645;0.391826;0.151272;0.498103;0.257709;false;HOMEOSTASIS
2026.06.11 20:15;63454.73;48;-0.421493;0.396160;0.151554;0.499954;0.248689;false;HOMEOSTASIS
